zone,severity,latitude,longitude,population,daily_water_need_liters,daily_food_need_kg,daily_medical_cases,water_stock_liters,food_stock_kg,medical_kit_stock,primary_ngo,nearest_supply_route,conflict_risk,warehouse_lat,warehouse_long,restock_interval_days,next_restock_date,transit_time_hours,maintenance_type,maintenance_interval_days,next_maintenance_date,fallback_warehouse_lat,fallback_warehouse_long,fallback_transit_time_hours,fallback_trigger,route_priority,priority_index
Zone_89,Moderate,36.95584313,46.93261896,25186,50372,12593.0,179,528885.514,63530.47914,1311.984167,MedGlobal,SR River Route,Medium,36.9690817,47.13790259,9,2026-04-06,5.638430204,Vehicle Maintenance,54,2026-05-21,37.0097095,47.37725133,4.10404222,Primary_Maintenance,Auto-Switch,48
Zone_90,Severe,33.15835851,44.28252005,27192,54384,13596.0,206,215494.2706,160833.4577,952.2838631,MedGlobal,R-31 Eastern Bypass,Low,33.24553764,44.35000592,6,2026-04-03,4.328946188,Vehicle Maintenance,68,2026-06-04,32.66260345,44.34446965,7.393372906,Primary_Maintenance,Auto-Switch,59
Zone_91,Critical,36.71365887,46.65367111,32851,65702,16425.5,249,213892.723,138430.4041,2310.809758,SolidarityAid,SR Ridge Road,Low,36.69014827,47.10438386,7,2026-04-04,2.557974805,Structural Check,95,2026-07-01,36.78791185,45.9987461,9.305858862,Primary_Maintenance,Primary,45
Zone_92,Moderate,35.24823324,47.78685992,33230,66460,16615.0,210,773248.7731,152471.8936,1438.982084,MedGlobal,R-31 Eastern Bypass,High,35.07394058,47.88465576,7,2026-04-04,6.744451592,Routine Inspection,67,2026-06-03,35.45644388,47.95335122,8.028521532,Conflict_Risk_High,Fallback,42
Zone_93,Moderate,35.03868397,43.22259875,12162,24324,6081.0,185,74928.75862,71550.11853,335.547598,HopeBridge,R-04 Pine Road,High,35.26033252,42.73746773,4,2026-04-01,7.662397976,Routine Inspection,70,2026-06-06,34.88495833,42.60014578,5.439826561,Conflict_Risk_High,Fallback,98
Zone_94,Severe,34.56344256,45.13997779,32010,64020,16005.0,139,434369.9831,92381.14528,1324.768566,MedGlobal,SR Lake Access,High,34.1381042,44.99285514,6,2026-04-03,8.305419491,Routine Inspection,69,2026-06-05,34.56140538,45.30287664,7.111685167,Primary_Maintenance,Auto-Switch,52
Zone_95,Moderate,33.15334906,43.72282775,18065,36130,9032.5,239,283824.1752,90491.21322,795.1566741,HopeBridge,R-09 Hill Corridor,High,33.56778943,43.36588843,6,2026-04-03,8.022899225,Routine Inspection,93,2026-06-29,33.6792638,43.98186968,5.175331868,Route_Disruption,Primary,91
Zone_96,Severe,32.88264016,46.75712651,27625,55250,13812.5,72,409609.3676,87644.58931,290.5136938,SolidarityAid,R-22 Desert Track,Low,32.4032836,47.18176019,4,2026-04-01,7.183216407,Vehicle Maintenance,118,2026-07-24,32.33462856,46.33400119,9.994046967,Route_Disruption,Fallback,60
Zone_97,Severe,33.10243105,45.4655602,19114,38228,9557.0,241,109344.373,102215.333,1113.502837,GlobalRelief,SR Coastal Highway,Medium,33.56478118,45.06957265,12,2026-04-09,6.18256756,Routine Inspection,45,2026-05-12,33.5108571,45.9126448,8.241874319,Conflict_Risk_Medium,Fallback,82
Zone_98,Severe,32.93219131,45.80749451,13399,26798,6699.5,214,68878.07241,25502.15198,312.6579949,RescueFront,SR Ridge Road,Medium,32.89454691,45.69520117,4,2026-04-01,7.079490948,Vehicle Maintenance,111,2026-07-17,32.47124768,46.38301369,7.300671478,Conflict_Risk_High,Auto-Switch,46
Zone_99,Critical,35.89792237,46.78748496,10633,21266,5316.5,175,64964.10568,61016.7356,957.01179,HopeBridge,R-04 Pine Road,Medium,35.81059231,46.51358415,12,2026-04-09,4.808544134,Routine Inspection,106,2026-07-12,35.24931354,47.22580671,5.962813999,Conflict_Risk_Medium,Auto-Switch,78
Zone_100,Critical,33.7506263,44.37582284,10755,21510,5377.5,150,168979.9108,22519.44862,316.479963,GlobalRelief,SR Lake Access,Low,33.50707031,44.72254483,4,2026-04-01,5.866045396,Routine Inspection,88,2026-06-24,33.31043074,44.1029757,7.327066032,Conflict_Risk_Medium,Auto-Switch,78
Zone_101,Critical,32.28921338,47.49054041,15825,31650,7912.5,245,235585.1569,41637.19761,1129.13957,GlobalRelief,R-31 Eastern Bypass,Medium,31.79928452,47.29910691,5,2026-04-02,4.266548759,Generator Service,40,2026-05-07,32.66027385,47.61184063,5.391312437,Primary_Maintenance,Fallback,96
Zone_102,Moderate,36.84551315,45.1981732,27693,55386,13846.5,227,240231.6751,132399.1577,943.5000969,HopeBridge,R-04 Pine Road,Medium,36.62030342,45.69006669,5,2026-04-02,4.123609897,Generator Service,30,2026-04-27,36.71268965,45.77891441,3.202053876,Route_Disruption,Auto-Switch,55
Zone_103,Severe,36.41892942,42.94772894,9117,18234,4558.5,169,152759.737,27066.32813,1344.489767,SolidarityAid,SR Ridge Road,Low,36.02832935,42.48634554,9,2026-04-06,6.918496526,Routine Inspection,42,2026-05-09,36.94045815,42.69665955,5.765619656,Conflict_Risk_Medium,Auto-Switch,42
Zone_104,Severe,36.63876142,46.17539471,29729,59458,14864.5,115,606511.7354,120136.5801,946.2814795,ReliefAid Intl,SR Ridge Road,High,36.79858226,45.80367148,10,2026-04-07,4.950563085,Vehicle Maintenance,59,2026-05-26,36.67335197,46.62343366,9.513365737,Primary_Maintenance,Auto-Switch,67
Zone_105,Moderate,36.97453911,46.7595681,32942,65884,16471.0,185,159161.8819,106167.7014,440.4324492,GlobalRelief,SR Lake Access,Low,36.79361409,46.48420688,4,2026-04-01,3.379048209,Routine Inspection,98,2026-07-04,36.30568961,46.07283329,7.384107663,Conflict_Risk_High,Primary,51
Zone_106,Critical,32.86947625,43.90057006,33890,67780,16945.0,219,473192.4757,159684.5858,941.4723903,GlobalRelief,R-31 Eastern Bypass,Low,33.13665557,44.2116761,6,2026-04-03,3.312598053,Generator Service,47,2026-05-14,33.1728753,43.20567545,3.587689921,Conflict_Risk_Medium,Auto-Switch,58
Zone_107,Severe,33.98121009,47.14307554,34340,68680,17170.0,91,610778.391,73544.47603,396.7762389,SolidarityAid,SR Harbor Link,Low,33.68812628,47.52159275,5,2026-04-02,7.58462035,Routine Inspection,107,2026-07-13,33.43553617,47.50667187,9.194955294,Route_Disruption,Fallback,74
Zone_108,Moderate,35.79119238,47.43685953,6518,13036,3259.0,81,58963.38281,8423.145804,191.3782136,SolidarityAid,SR Ridge Road,Low,36.19142724,47.00831091,11,2026-04-08,6.405443213,Generator Service,42,2026-05-09,36.19632387,47.80288614,4.882123945,Conflict_Risk_High,Auto-Switch,75
Zone_109,Critical,35.48010309,43.66142692,27547,55094,13773.5,204,279751.3026,68857.77556,1669.960635,MedGlobal,SR Coastal Highway,Low,35.50308461,43.19388707,12,2026-04-09,5.549299477,Routine Inspection,61,2026-05-28,35.01544666,44.06599499,4.706386452,Primary_Maintenance,Fallback,68
Zone_110,Critical,32.76947953,47.90112884,21346,42692,10673.0,25,347358.2935,71968.9638,184.1263739,SolidarityAid,SR Coastal Highway,High,32.38398573,48.14568569,5,2026-04-02,4.606101784,Structural Check,100,2026-07-06,32.55310447,48.50316641,5.079636781,Conflict_Risk_High,Primary,98
Zone_111,Severe,36.07916562,42.84426917,7600,15200,3800.0,225,166886.1646,13984.76198,610.5231173,GlobalRelief,SR River Route,Medium,35.98001086,42.47762118,5,2026-04-02,4.80031304,Routine Inspection,101,2026-07-07,36.44494563,42.309338,7.040415653,Conflict_Risk_Medium,Primary,97
Zone_112,Critical,33.12220286,43.21209401,18237,36474,9118.5,51,368359.8331,50589.19086,219.325356,HopeBridge,R-31 Eastern Bypass,Medium,32.82896338,42.8450926,13,2026-04-10,2.373328762,Vehicle Maintenance,79,2026-06-15,33.75812676,42.83687299,6.812816654,Conflict_Risk_High,Auto-Switch,68
Zone_113,Moderate,33.11908807,43.10534904,23579,47158,11789.5,118,369308.5487,70734.99794,230.3649364,ReliefAid Intl,R-04 Pine Road,Low,32.8187735,42.62771557,12,2026-04-09,4.956915942,Generator Service,100,2026-07-06,32.93909561,43.67056392,6.439896282,Conflict_Risk_High,Fallback,49
Zone_114,Moderate,34.68487211,47.36393826,34074,68148,17037.0,157,633927.4962,43851.84841,1044.655922,MedGlobal,SR Coastal Highway,Medium,34.69124185,46.91374614,7,2026-04-04,7.170456919,Structural Check,109,2026-07-15,35.14603242,46.91206894,8.022758045,Conflict_Risk_High,Auto-Switch,97
Zone_115,Moderate,34.96469967,45.92575531,34267,68534,17133.5,150,387095.4317,134207.9474,313.8520981,HopeBridge,SR Lake Access,High,35.13659169,45.68943077,8,2026-04-05,4.521912121,Generator Service,60,2026-05-27,34.53180885,46.18087629,5.215764119,Route_Disruption,Auto-Switch,64
Zone_116,Moderate,34.90043104,42.9126257,8554,17108,4277.0,206,143872.3825,46377.36841,2033.921949,ReliefAid Intl,R-04 Pine Road,Medium,35.31204924,42.47763119,12,2026-04-09,4.493278142,Generator Service,80,2026-06-16,35.33048272,42.9552739,8.474451651,Conflict_Risk_Medium,Fallback,37
Zone_117,Moderate,32.45743419,44.64194051,31990,63980,15995.0,95,426222.982,56261.27893,762.4831739,ReliefAid Intl,R-31 Eastern Bypass,Medium,32.4595962,44.5108196,9,2026-04-06,2.10215779,Vehicle Maintenance,56,2026-05-23,32.67792587,44.05841166,4.227251749,Primary_Maintenance,Fallback,81
Zone_118,Critical,36.38730431,45.69178815,21193,42386,10596.5,196,165278.3308,84539.72614,884.3808015,ReliefAid Intl,SR Lake Access,High,36.85314309,46.02456318,13,2026-04-10,4.975929207,Routine Inspection,89,2026-06-25,35.95714522,45.39115728,8.478345524,Route_Disruption,Fallback,69
Zone_119,Moderate,33.32800021,42.50078451,24233,48466,12116.5,78,437036.4718,104776.1258,484.1518805,RescueFront,R-09 Hill Corridor,High,33.76963507,42.32710477,12,2026-04-09,2.164694744,Vehicle Maintenance,62,2026-05-29,33.05150576,42.52930561,7.646670737,Conflict_Risk_Medium,Fallback,65
Zone_120,Severe,32.64757461,47.29449821,20253,40506,10126.5,50,306413.566,62716.92641,460.1038173,HopeBridge,R-17 Mountain Pass,Medium,33.01263714,47.52233237,12,2026-04-09,5.707271282,Routine Inspection,82,2026-06-18,32.13205385,47.78778837,7.782458167,Primary_Maintenance,Fallback,35
Zone_121,Moderate,36.4437404,46.82162121,21194,42388,10597.0,112,236788.5162,95489.31133,670.5320746,MedGlobal,SR Coastal Highway,Low,36.44371766,46.41553118,10,2026-04-07,5.29409198,Structural Check,101,2026-07-07,36.27989421,47.1121751,6.37087378,Primary_Maintenance,Primary,99
Zone_122,Moderate,36.77825749,45.03124064,34829,69658,17414.5,88,774136.653,106355.8446,226.2028012,MedGlobal,SR Coastal Highway,Medium,36.41916143,45.19061583,13,2026-04-10,7.460055243,Vehicle Maintenance,62,2026-05-29,36.36336559,45.20187707,7.669010729,Primary_Maintenance,Primary,45
Zone_123,Severe,36.31063809,47.80275969,6742,13484,3371.0,209,29790.75645,23753.32298,921.3410118,ReliefAid Intl,SR River Route,Medium,36.02854256,47.61950687,12,2026-04-09,5.781573971,Vehicle Maintenance,70,2026-06-06,36.51223522,47.79720574,3.558579326,Conflict_Risk_Medium,Primary,75
Zone_124,Critical,36.04758037,44.50656588,6306,12612,3153.0,71,65049.30984,6537.841495,609.7695688,HopeBridge,SR Harbor Link,Medium,36.19525038,44.75631875,8,2026-04-05,4.10227781,Generator Service,48,2026-05-15,36.73988752,44.22472345,8.960857819,Primary_Maintenance,Fallback,88
Zone_125,Critical,35.2762099,47.90466191,8849,17698,4424.5,108,45462.86978,39454.15645,734.1750515,RescueFront,SR River Route,High,35.19796488,47.54091393,8,2026-04-05,5.355501561,Vehicle Maintenance,114,2026-07-20,34.59302273,47.37160479,3.388830634,Primary_Maintenance,Fallback,67
Zone_126,Severe,34.75428685,46.00751999,17360,34720,8680.0,146,335578.2842,74764.54453,1001.051841,ReliefAid Intl,R-31 Eastern Bypass,Medium,34.40108848,46.40540337,11,2026-04-08,6.548091312,Routine Inspection,70,2026-06-06,34.81157459,45.88022644,4.041190569,Route_Disruption,Fallback,47
Zone_127,Moderate,32.4349338,45.80802764,17768,35536,8884.0,188,320572.9049,21179.53394,1654.661954,SolidarityAid,SR River Route,High,32.41392773,45.55060484,13,2026-04-10,2.61076467,Vehicle Maintenance,114,2026-07-20,32.53806704,45.14795353,7.037527959,Primary_Maintenance,Auto-Switch,41
Zone_128,Moderate,34.04226607,42.99572937,28903,57806,14451.5,50,307153.4636,82120.66427,452.2878759,MedGlobal,SR Harbor Link,Low,33.55969661,42.84886717,7,2026-04-04,6.036981575,Vehicle Maintenance,118,2026-07-24,34.62215837,42.59120762,8.175880188,Conflict_Risk_High,Primary,83
Zone_129,Critical,33.86344259,47.29156655,34231,68462,17115.5,232,599496.3361,201797.1947,2152.52689,GlobalRelief,SR Harbor Link,Low,34.09733796,47.74174726,12,2026-04-09,7.958070833,Structural Check,71,2026-06-07,33.87185005,47.19704328,3.53376095,Route_Disruption,Primary,76
Zone_130,Severe,33.29876892,44.56493813,18032,36064,9016.0,103,214918.8013,55965.60848,190.9252021,ReliefAid Intl,SR Ridge Road,Low,32.87235021,44.64342049,10,2026-04-07,3.944346922,Routine Inspection,52,2026-05-19,33.35995091,44.45098539,9.445353699,Route_Disruption,Auto-Switch,30
Zone_131,Severe,35.61710057,42.97340043,9195,18390,4597.5,146,175855.0722,32271.94,860.9815666,SolidarityAid,SR Ridge Road,High,35.74621419,42.83917195,10,2026-04-07,6.073063117,Generator Service,104,2026-07-10,35.57741449,42.33541404,9.815253542,Conflict_Risk_Medium,Auto-Switch,44
Zone_132,Critical,34.47937868,42.07564512,26562,53124,13281.0,169,347528.529,147409.8243,1295.314982,MedGlobal,R-17 Mountain Pass,High,34.77238898,42.52524727,6,2026-04-03,7.338641427,Routine Inspection,62,2026-05-29,34.1558447,42.20032933,7.241651211,Primary_Maintenance,Primary,50
Zone_133,Critical,32.40523108,45.3585341,23939,47878,11969.5,151,293147.2881,109791.6602,1179.663583,RescueFront,SR Lake Access,Medium,32.03787495,45.18761152,7,2026-04-04,5.326741583,Structural Check,49,2026-05-16,31.78367187,45.42809206,6.368704188,Conflict_Risk_High,Fallback,30
Zone_134,Severe,33.10091601,45.16439773,23689,47378,11844.5,32,537612.3394,92632.29668,206.7342662,HopeBridge,R-09 Hill Corridor,Medium,33.1195547,44.75926845,10,2026-04-07,6.666866971,Routine Inspection,54,2026-05-21,32.97303676,44.57374376,8.189764806,Conflict_Risk_High,Primary,96
Zone_135,Moderate,35.41629382,46.31612173,34084,68168,17042.0,64,307355.2648,170045.8738,160.0695051,MedGlobal,SR Harbor Link,Medium,35.69536133,46.81297062,8,2026-04-05,4.0215672,Routine Inspection,119,2026-07-25,34.78992188,46.93655001,5.298501466,Primary_Maintenance,Fallback,41
Zone_136,Severe,32.3806543,47.34154832,12619,25238,6309.5,146,80874.49967,67156.18958,1193.810608,HopeBridge,R-09 Hill Corridor,High,32.14128775,47.10939324,6,2026-04-03,3.989379944,Vehicle Maintenance,81,2026-06-17,32.45134375,46.78068421,6.452851039,Primary_Maintenance,Primary,57
Zone_137,Severe,36.25603457,42.47643951,14280,28560,7140.0,189,224065.5131,46901.80832,1413.909378,HopeBridge,SR Coastal Highway,High,35.91895116,42.82769736,4,2026-04-01,6.339296142,Vehicle Maintenance,41,2026-05-08,35.98624567,42.97320732,9.413057188,Conflict_Risk_Medium,Primary,68
Zone_138,Moderate,34.47573264,46.38897894,7642,15284,3821.0,133,178719.1458,25795.89062,236.1045185,RescueFront,R-22 Desert Track,Medium,34.31255175,46.05451974,10,2026-04-07,6.585157681,Routine Inspection,61,2026-05-28,34.522776,45.68941257,9.689587977,Conflict_Risk_High,Auto-Switch,66
Zone_139,Severe,34.40293289,43.12447166,14369,28738,7184.5,196,166059.4332,42104.82947,1014.160531,RescueFront,R-17 Mountain Pass,Medium,34.45763206,43.35582564,9,2026-04-06,8.090563047,Routine Inspection,62,2026-05-29,33.89094864,43.6596652,9.489483812,Route_Disruption,Auto-Switch,89
Zone_140,Moderate,34.96203892,47.14906232,19296,38592,9648.0,39,101125.2278,112563.8084,100.0660672,ReliefAid Intl,R-31 Eastern Bypass,Low,35.03731852,47.17351171,13,2026-04-10,3.461450736,Generator Service,103,2026-07-09,35.56772088,46.47666994,4.837136469,Conflict_Risk_Medium,Fallback,60
Zone_141,Moderate,36.12340483,46.91438108,27793,55586,13896.5,224,299778.2259,124674.7085,904.3537242,ReliefAid Intl,R-04 Pine Road,Medium,35.75428116,47.39528764,10,2026-04-07,5.043414375,Structural Check,97,2026-07-03,36.67573457,47.27531793,4.627283282,Conflict_Risk_Medium,Fallback,87
Zone_142,Severe,33.73904604,45.24476253,34492,68984,17246.0,100,486979.8924,48844.65,116.272983,MedGlobal,R-09 Hill Corridor,Medium,33.69661489,45.29759289,5,2026-04-02,3.628337576,Vehicle Maintenance,44,2026-05-11,33.30504115,45.05112967,5.083651542,Route_Disruption,Primary,40
Zone_143,Severe,35.39008076,46.26145679,20438,40876,10219.0,201,147939.6482,108623.8439,925.196732,RescueFront,SR River Route,Low,35.15836296,45.78647194,7,2026-04-04,2.520599046,Vehicle Maintenance,80,2026-06-16,35.17090276,46.59496031,6.089177787,Conflict_Risk_Medium,Auto-Switch,58
Zone_144,Severe,34.82865982,43.88610068,20674,41348,10337.0,183,354808.1051,70349.48108,1088.647289,SolidarityAid,SR Harbor Link,High,35.17068404,43.98997867,5,2026-04-02,4.620998432,Vehicle Maintenance,35,2026-05-02,34.9875497,43.74854397,5.19917189,Primary_Maintenance,Fallback,42
Zone_145,Severe,33.33514135,44.82700739,9757,19514,4878.5,244,233728.8158,13111.15932,1604.603374,MedGlobal,R-09 Hill Corridor,Medium,33.14871648,44.47232385,11,2026-04-08,4.431524857,Vehicle Maintenance,98,2026-07-04,32.76910204,44.22627848,5.61948957,Route_Disruption,Fallback,80
Zone_146,Critical,36.39314993,46.92982139,7994,15988,3997.0,148,104200.1074,29966.19869,1031.76914,GlobalRelief,R-04 Pine Road,High,36.73185446,47.2283623,10,2026-04-07,3.75782178,Routine Inspection,98,2026-07-04,36.18954488,47.30433076,7.344458665,Route_Disruption,Fallback,83
Zone_147,Moderate,35.98713011,44.75559118,30135,60270,15067.5,162,334334.9011,92991.22773,1381.312735,HopeBridge,SR Harbor Link,Low,35.91569472,45.11215938,4,2026-04-01,3.930466792,Routine Inspection,111,2026-07-17,35.63868731,44.15534494,8.33767974,Conflict_Risk_High,Primary,48
Zone_148,Severe,35.29225917,44.14678959,32540,65080,16270.0,224,390938.2718,175349.8282,658.3732211,HopeBridge,R-31 Eastern Bypass,Medium,35.51884494,44.12888311,5,2026-04-02,4.342676741,Generator Service,64,2026-05-31,35.87398259,44.7377582,8.148907388,Route_Disruption,Fallback,87
Zone_149,Critical,36.25290865,44.96527468,20226,40452,10113.0,36,127482.9321,40855.97426,75.03611047,ReliefAid Intl,R-22 Desert Track,Medium,36.26296887,45.24849614,5,2026-04-02,8.427444613,Vehicle Maintenance,115,2026-07-21,36.74642354,44.33663833,8.70096497,Conflict_Risk_Medium,Fallback,65
Zone_150,Severe,36.336471,46.96949551,6271,12542,3135.5,171,135864.1751,32184.79783,1481.515708,SolidarityAid,SR River Route,Low,36.45843363,46.61460625,7,2026-04-04,7.089225479,Vehicle Maintenance,63,2026-05-30,36.44823684,46.9405509,3.225290823,Conflict_Risk_High,Auto-Switch,57
Zone_151,Moderate,35.54181488,44.01124828,6813,13626,3406.5,77,83776.14382,25810.66527,185.5326807,RescueFront,R-09 Hill Corridor,Medium,35.43717139,44.00332647,6,2026-04-03,2.464107807,Routine Inspection,92,2026-06-28,35.57029976,44.32349649,3.334136528,Conflict_Risk_Medium,Auto-Switch,97
Zone_152,Critical,36.18506664,43.04256956,32491,64982,16245.5,91,381622.658,41362.71681,889.3285066,RescueFront,SR Ridge Road,Low,36.45327341,42.93651382,4,2026-04-01,7.670685647,Generator Service,97,2026-07-03,36.78808275,42.89311461,8.525680725,Primary_Maintenance,Auto-Switch,32
Zone_153,Critical,35.48735731,46.27208412,30185,60370,15092.5,238,518995.0178,176860.7521,2042.716887,ReliefAid Intl,R-17 Mountain Pass,Low,35.41254669,46.38340151,5,2026-04-02,6.116471622,Routine Inspection,47,2026-05-14,36.0927562,45.87621099,6.731551756,Primary_Maintenance,Primary,70
Zone_154,Severe,35.40070386,46.95586928,23845,47690,11922.5,128,306185.7384,84961.55248,705.00985,GlobalRelief,R-09 Hill Corridor,Low,35.35816551,46.50034647,12,2026-04-09,7.788859441,Vehicle Maintenance,55,2026-05-22,36.05776603,47.31859662,7.046984716,Conflict_Risk_High,Auto-Switch,64
Zone_155,Moderate,35.09305689,42.60382487,25504,51008,12752.0,42,432666.9278,62596.61645,412.9772986,MedGlobal,R-09 Hill Corridor,Low,35.11073556,42.85594771,4,2026-04-01,4.221112966,Vehicle Maintenance,115,2026-07-21,34.56858733,43.00183746,3.368108022,Conflict_Risk_High,Auto-Switch,79
Zone_156,Critical,35.7635832,43.43924468,27508,55016,13754.0,193,143837.291,92070.21705,362.1433785,MedGlobal,R-04 Pine Road,Medium,36.09540732,43.01837397,12,2026-04-09,5.019372621,Structural Check,90,2026-06-26,35.28836413,44.03101765,4.787196608,Conflict_Risk_Medium,Auto-Switch,59
Zone_157,Moderate,32.79302553,42.85183194,13475,26950,6737.5,91,273198.4411,71273.16816,339.2108584,SolidarityAid,R-04 Pine Road,Low,32.95240446,43.00830346,10,2026-04-07,7.825475873,Structural Check,107,2026-07-13,33.0404569,42.67846309,7.468480134,Primary_Maintenance,Auto-Switch,99
